CO2,date,hour,consumption,production,solar prediction,wind,hydro,district,electricity_cost,year,month,day,day_of_week,Vantaa Helsinki-Vantaan lentoasema temperature,Vaasa lentoasema temperature,Liperi Joensuu lentoasema temperature,Jyväskylä lentoasema temperature,Rovaniemi lentoasema AWOS temperature
53.6521445,2023-01-31,1,8958.0,8400.0,0.0,2527.195,864.7959965,891.4794955,2.893,2023.0,1.0,31.0,1,-0.9,-2.4,0.0,-3.1,-6.5
54.724894500000005,2023-01-31,2,8973.0,8309.0,0.0,2349.6,912.8969960000001,911.2299965,3.216,2023.0,1.0,31.0,1,-0.8,-2.9,-0.4,-3.4,-5.6
55.8621975,2023-01-31,3,9223.0,8264.0,0.0,2276.3049995,912.4439964999999,935.8189964999999,3.34,2023.0,1.0,31.0,1,-0.8,-3.9,-0.1,-3.3,-5.2
58.6589475,2023-01-31,4,9944.0,8184.0,0.0,2075.374999,963.3274975,995.2629975,4.404,2023.0,1.0,31.0,1,-0.7,-3.6,-0.8,-3.3,-5.1
58.675746000000004,2023-01-31,5,10366.0,8965.0,0.0,1882.5599995,1742.339998,1140.5999995,9.537,2023.0,1.0,31.0,1,-0.8,-3.8,-1.3,-3.2,-4.6
61.9811955,2023-01-31,6,10539.0,9134.0,0.0,1722.42,1927.6249994999998,1289.405,12.651,2023.0,1.0,31.0,1,-1.1,-5.0,-2.1,-3.3,-4.8
63.900345,2023-01-31,7,10464.0,9244.0,8.59999,1543.6,2132.829998,1385.4450000000002,12.379,2023.0,1.0,31.0,1,-1.3,-4.5,-2.9,-3.5,-4.7
66.9112965,2023-01-31,8,10485.0,9042.0,42.0,1243.9049995,2149.9899975,1426.8200000000002,11.974,2023.0,1.0,31.0,1,-0.9,-5.0,-3.8,-3.7,-4.7
69.1536435,2023-01-31,9,10476.0,8717.0,64.0,1034.008997,2021.3349979999998,1419.96,11.12,2023.0,1.0,31.0,1,-0.3,-4.9,-4.5,-3.7,-4.8
70.252644,2023-01-31,10,10380.0,8559.0,68.5,812.4059945,2064.6649985,1396.365,10.747,2023.0,1.0,31.0,1,0.2,-4.3,-5.3,-3.4,-4.6
70.814145,2023-01-31,11,10342.0,8468.0,60.39999,695.3324975,2068.3649965,1390.875,10.618,2023.0,1.0,31.0,1,0.7,-3.8,-5.6,-3.1,-4.7
71.087945,2023-01-31,12,10256.0,8503.0,45.0,631.3319965,2134.424997,1406.3999995,10.563,2023.0,1.0,31.0,1,1.0,-3.5,-5.5,-2.9,-4.9
71.675495,2023-01-31,13,10234.0,8448.0,9.19999,557.603996,2157.004996,1413.6499995,11.787,2023.0,1.0,31.0,1,0.7,-3.4,-4.9,-2.9,-5.3
72.0722445,2023-01-31,14,10316.0,8558.0,0.0,532.0499975,2243.149996,1445.315,12.174,2023.0,1.0,31.0,1,0.4,-4.2,-4.4,-3.3,-6.3
71.029045,2023-01-31,15,10576.0,8688.0,0.0,522.7519975,2372.6799965,1441.6399999999999,12.352,2023.0,1.0,31.0,1,0.4,-5.5,-4.2,-3.3,-8.2
70.6519935,2023-01-31,16,10555.0,8748.0,0.0,541.1009985,2410.2999950000003,1447.175,12.175,2023.0,1.0,31.0,1,0.3,-5.7,-3.9,-3.4,-8.7
69.758547,2023-01-31,17,10510.0,8755.0,0.0,690.146498,2299.9249945,1427.1200000000001,12.173,2023.0,1.0,31.0,1,-0.4,-6.7,-3.8,-3.5,-8.3
68.5071945,2023-01-31,18,10339.0,8758.0,0.0,729.8229985,2309.6449955,1393.56,11.308,2023.0,1.0,31.0,1,-0.5,-7.3,-3.7,-3.7,-9.0
69.65959649999999,2023-01-31,19,9947.0,8561.0,0.0,743.7279975,2112.254996,1381.9799994999998,11.066,2023.0,1.0,31.0,1,-0.3,-6.5,-3.9,-3.8,-8.5
69.4303965,2023-01-31,20,10023.0,8295.0,0.0,708.2274975,1969.8449994999999,1322.51,9.018,2023.0,1.0,31.0,1,0.0,-6.9,-3.9,-3.9,-8.4
68.7284965,2023-01-31,21,9764.0,8107.0,0.0,768.2239969999999,1787.2349995,1256.45,7.571,2023.0,1.0,31.0,1,-0.2,-6.3,-4.0,-4.2,-8.8
69.30419400000001,2023-01-31,22,9354.0,7710.0,0.0,766.5759965,1484.9,1185.3600000000001,9.35,2023.0,1.0,31.0,1,-0.4,-6.1,-4.1,-4.4,-8.5
71.61719550000001,2023-01-31,23,9083.0,7479.0,0.0,676.1289965,1330.6499995,1185.3899999999999,7.603,2023.0,1.0,31.0,1,-0.6,-4.9,-4.0,-4.8,-8.5
72.595845,2023-02-01,0,8947.0,7405.0,0.0,605.300497,1322.3899999999999,1193.0549999999998,7.6,2023.0,2.0,1.0,2,-0.7,-5.1,-3.9,-5.1,-8.3
74.169796,2023-02-01,1,8896.0,7268.0,0.0,465.92999499999996,1316.3049999999998,1195.23,7.813,2023.0,2.0,1.0,2,-0.8,-5.7,-3.9,-5.4,-7.7
83.57914450000001,2023-02-01,2,8977.0,7179.0,0.0,300.280997,1263.285,1213.9,8.857,2023.0,2.0,1.0,2,-1.1,-4.8,-4.0,-5.8,-8.0
97.8827955,2023-02-01,3,9260.0,7188.0,0.0,279.7229995,1130.4649995,1258.915,11.001,2023.0,2.0,1.0,2,-1.7,-4.9,-4.2,-6.0,-9.6
98.602948,2023-02-01,4,9967.0,7596.0,0.0,314.974999,1368.564997,1352.0,14.343,2023.0,2.0,1.0,2,-3.2,-4.3,-4.7,-6.4,-8.7
97.718345,2023-02-01,5,10374.0,8168.0,0.0,327.427499,1746.869999,1453.0,23.087,2023.0,2.0,1.0,2,-1.4,-4.0,-4.7,-6.7,-9.1
95.46644549999999,2023-02-01,6,10464.0,8662.0,0.0,324.576999,2131.189996,1528.9299999999998,16.5,2023.0,2.0,1.0,2,-2.4,-3.5,-5.1,-6.2,-8.6
97.44009600000001,2023-02-01,7,10417.0,8816.0,4.2,283.47199650000005,2256.3599965000003,1551.33,12.151,2023.0,2.0,1.0,2,-2.4,-4.3,-5.1,-5.9,-8.9
97.390346,2023-02-01,8,10388.0,8699.0,27.69999,233.82599799999997,2227.694997,1551.1100000000001,14.331,2023.0,2.0,1.0,2,-1.4,-4.2,-5.1,-5.5,-10.0
96.5021435,2023-02-01,9,10360.0,8604.0,44.79999,183.1034975,2212.5699974999998,1572.335,15.528,2023.0,2.0,1.0,2,-0.6,-4.0,-5.5,-4.7,-9.8
97.39424700000001,2023-02-01,10,10265.0,8496.0,46.39999,127.6784985,2171.2249970000003,1583.74,14.771,2023.0,2.0,1.0,2,0.2,-3.4,-5.6,-4.2,-8.4
98.224546,2023-02-01,11,10167.0,8435.0,39.89999,100.2513,2152.179998,1563.835,16.499,2023.0,2.0,1.0,2,0.8,-3.8,-6.0,-3.8,-8.4
100.7078965,2023-02-01,12,10100.0,8439.0,34.7,91.52585,2127.1349965,1574.9149995,14.836,2023.0,2.0,1.0,2,0.8,-3.5,-5.9,-3.5,-7.5
99.2038945,2023-02-01,13,10075.0,8381.0,7.9,97.5,2108.4549955,1560.545,14.781,2023.0,2.0,1.0,2,0.2,-3.5,-5.9,-3.4,-7.5
97.807095,2023-02-01,14,10209.0,8530.0,0.0,107.1994995,2244.604997,1549.685,16.5,2023.0,2.0,1.0,2,0.3,-3.6,-5.9,-3.5,-7.1
97.43814499999999,2023-02-01,15,10495.0,8734.0,0.0,113.2,2394.124995,1590.915,15.799,2023.0,2.0,1.0,2,0.1,-4.1,-5.9,-3.6,-7.5
98.5177965,2023-02-01,16,10501.0,8593.0,0.0,104.4505,2302.959996,1593.26,15.947,2023.0,2.0,1.0,2,-0.1,-4.2,-5.7,-3.7,-6.7
98.0291455,2023-02-01,17,10520.0,8592.0,0.0,97.6003,2331.354998,1574.025,12.293,2023.0,2.0,1.0,2,-0.2,-4.7,-5.5,-3.8,-6.1
95.9599965,2023-02-01,18,10344.0,8653.0,0.0,105.5494995,2423.479998,1517.145,12.317,2023.0,2.0,1.0,2,-0.1,-5.1,-5.4,-3.8,-5.0
96.8984955,2023-02-01,19,9884.0,8453.0,0.0,122.15,2253.779998,1480.8049999999998,12.088,2023.0,2.0,1.0,2,-0.2,-5.4,-6.2,-3.9,-4.4
97.5883975,2023-02-01,20,9934.0,8258.0,0.0,128.59999950000002,2103.254996,1456.4850000000001,10.512,2023.0,2.0,1.0,2,-0.5,-5.6,-7.4,-4.0,-4.0
100.872499,2023-02-01,21,9673.0,8012.0,0.0,167.7469995,1808.4099999999999,1463.33,9.39,2023.0,2.0,1.0,2,-0.5,-5.3,-6.8,-4.2,-4.0
103.70949800000001,2023-02-01,22,9270.0,7720.0,0.0,241.89600000000002,1486.175,1453.8,8.173,2023.0,2.0,1.0,2,-0.6,-5.1,-7.1,-4.3,-3.8
100.951498,2023-02-01,23,9034.0,7743.0,0.0,343.519999,1506.0349995000001,1411.675,7.455,2023.0,2.0,1.0,2,-0.8,-5.4,-6.3,-4.8,-4.1
100.4967475,2023-02-02,0,8933.0,7697.0,0.0,383.723499,1448.145,1385.35,7.849,2023.0,2.0,2.0,3,-0.7,-6.3,-6.6,-4.7,-4.7
100.8779995,2023-02-02,1,8869.0,7728.0,0.0,439.94949749999995,1386.7350000000001,1394.4850000000001,8.24,2023.0,2.0,2.0,3,-1.2,-5.2,-6.6,-5.2,-4.8
101.6919975,2023-02-02,2,8899.0,7830.0,0.0,521.1214995,1354.2,1438.49,9.045,2023.0,2.0,2.0,3,-1.6,-3.7,-6.5,-5.1,-4.8
101.4084975,2023-02-02,3,9213.0,8109.0,0.0,623.6454995,1437.114999,1514.8649995,9.332,2023.0,2.0,2.0,3,-2.4,-3.6,-6.5,-5.0,-4.5
101.041999,2023-02-02,4,9957.0,8337.0,0.0,644.5454985,1570.3749995,1578.84,13.665,2023.0,2.0,2.0,3,-2.6,-3.4,-6.5,-5.5,-4.4
99.900747,2023-02-02,5,10355.0,8743.0,0.0,645.703496,1861.8499984999999,1678.9950000000001,15.282,2023.0,2.0,2.0,3,-2.8,-3.2,-6.6,-5.1,-4.5
99.290796,2023-02-02,6,10463.0,9234.0,0.0,635.3984975000001,2191.6199965,1815.705,18.686,2023.0,2.0,2.0,3,-3.4,-3.4,-6.3,-4.7,-4.1
101.0974975,2023-02-02,7,10334.0,9250.0,4.0,608.178496,2160.5849975,1891.7649995,19.602,2023.0,2.0,2.0,3,-3.5,-3.6,-6.6,-4.8,-4.4
100.3492975,2023-02-02,8,10254.0,9332.0,28.1,578.411996,2218.9699965,1960.265,18.71,2023.0,2.0,2.0,3,-2.0,-3.8,-6.2,-4.6,-5.0
102.100998,2023-02-02,9,10297.0,9302.0,46.7,483.7609965,2211.349995,1975.4099999999999,18.393,2023.0,2.0,2.0,3,-1.7,-4.6,-5.6,-4.1,-5.1
101.492498,2023-02-02,10,10212.0,9307.0,51.2,439.17999900000007,2278.9449950000003,1972.7549995000002,17.255,2023.0,2.0,2.0,3,-1.8,-3.8,-5.6,-3.9,-5.4
100.91335000000001,2023-02-02,11,10100.0,9231.0,41.79999,457.32199950000006,2223.1999960000003,1916.7150000000001,16.801,2023.0,2.0,2.0,3,-1.3,-3.9,-5.1,-3.5,-6.7
97.8840965,2023-02-02,12,9958.0,9398.0,44.29999,530.574998,2343.4599985,1899.9650000000001,17.191,2023.0,2.0,2.0,3,-0.9,-4.3,-4.9,-3.2,-6.5
98.66494700000001,2023-02-02,13,10016.0,9476.0,14.5,628.514998,2314.3249985,1906.275,17.542,2023.0,2.0,2.0,3,-0.6,-3.8,-5.4,-3.4,-6.5
98.656195,2023-02-02,14,10143.0,9609.0,0.0,698.6224955,2352.884997,1930.33,18.401,2023.0,2.0,2.0,3,-0.9,-3.3,-6.6,-3.6,-7.3
99.456794,2023-02-02,15,10375.0,9598.0,0.0,675.783498,2355.654994,1950.1399995,19.599,2023.0,2.0,2.0,3,-1.2,-3.6,-6.3,-3.9,-8.2
99.8606465,2023-02-02,16,10326.0,9724.0,0.0,700.4294975,2407.9499965000005,2003.2450000000001,20.143,2023.0,2.0,2.0,3,-1.5,-4.1,-6.6,-4.2,-9.2
100.2789485,2023-02-02,17,10312.0,9771.0,0.0,756.2714975,2379.6699975,2027.645,18.94,2023.0,2.0,2.0,3,-1.8,-4.1,-7.5,-4.2,-9.8
101.92599750000001,2023-02-02,18,10167.0,9559.0,0.0,749.623998,2190.1649960000004,1999.4849995,15.145,2023.0,2.0,2.0,3,-2.2,-3.8,-7.7,-4.2,-10.3
100.365897,2023-02-02,19,9865.0,9477.0,0.0,775.173998,2181.2499955,1938.5700000000002,14.948,2023.0,2.0,2.0,3,-3.3,-3.0,-7.4,-4.2,-11.1
101.72149950000001,2023-02-02,20,9996.0,9160.0,0.0,711.8999985,2030.6099995,1900.2649995,13.746,2023.0,2.0,2.0,3,-3.2,-2.8,-7.6,-4.2,-11.8
101.94099800000001,2023-02-02,21,9786.0,8960.0,0.0,673.5744975,1931.8349995,1826.8349999999998,11.432,2023.0,2.0,2.0,3,-2.9,-2.9,-8.0,-4.1,-11.4
101.767499,2023-02-02,22,9509.0,8675.0,0.0,625.255497,1797.8849999999998,1703.435,11.913,2023.0,2.0,2.0,3,-3.0,-3.2,-8.3,-4.1,-11.9
103.28149800000001,2023-02-02,23,9306.0,8450.0,0.0,566.3989995,1669.1549995,1658.4049995,11.03,2023.0,2.0,2.0,3,-3.1,-3.3,-8.7,-4.3,-12.5
105.0534975,2023-02-03,0,9167.0,8295.0,0.0,561.974998,1528.5349995000001,1645.905,10.32,2023.0,2.0,3.0,4,-3.1,-3.3,-9.0,-4.6,-13.0
107.43249800000001,2023-02-03,1,9160.0,8188.0,0.0,539.777497,1407.7999995,1650.7150000000001,9.661,2023.0,2.0,3.0,4,-3.3,-3.4,-9.4,-5.0,-14.0
110.2014975,2023-02-03,2,9233.0,8047.0,0.0,449.451997,1330.5049999999999,1663.3849999999998,9.243,2023.0,2.0,3.0,4,-3.4,-3.6,-9.9,-5.2,-13.5
108.272998,2023-02-03,3,9623.0,8299.0,0.0,479.0199995,1513.935,1692.5349999999999,13.584,2023.0,2.0,3.0,4,-3.6,-3.6,-9.9,-5.4,-14.2
104.293499,2023-02-03,4,10189.0,8801.0,0.0,532.194999,1880.6599999999999,1746.4950000000001,16.353,2023.0,2.0,3.0,4,-3.7,-3.7,-9.6,-5.5,-13.9
103.374999,2023-02-03,5,10595.0,9193.0,0.0,528.7729999999999,2134.5899985,1832.9849995,17.672,2023.0,2.0,3.0,4,-3.7,-3.8,-9.9,-5.7,-14.7
101.95750000000001,2023-02-03,6,10701.0,9483.0,0.0,540.6254984999999,2337.4349965,1865.67,16.499,2023.0,2.0,3.0,4,-3.9,-3.9,-9.9,-5.9,-14.6
103.504996,2023-02-03,7,10655.0,9342.0,4.59999,461.577997,2283.2999955,1876.69,15.716,2023.0,2.0,3.0,4,-4.1,-3.8,-9.9,-6.0,-14.8
103.06649850000001,2023-02-03,8,10652.0,9273.0,29.6,422.098499,2291.664998,1890.4299995000001,15.362,2023.0,2.0,3.0,4,-4.1,-3.9,-9.8,-5.8,-14.3
101.26249875,2023-02-03,9,10628.0,9191.0,35.29999,435.93625,2303.2249975,1894.35,15.4,2023.0,2.0,3.0,4,-3.7,-3.8,-8.5,-5.5,-14.4
99.54293647058823,2023-02-03,10,10540.0,9073.0,44.0,414.52882352941174,2168.176467647059,1837.841175882353,14.92,2023.0,2.0,3.0,4,-3.5,-3.7,-8.1,-5.4,-14.4
98.7287455,2023-02-03,11,10398.0,9008.0,46.29999,480.42399850000004,2122.874997,1751.5849995,12.131,2023.0,2.0,3.0,4,-3.4,-3.6,-7.5,-5.2,-13.9
102.4670485,2023-02-03,12,10591.0,9157.0,29.69999,645.0939989999999,1946.475,1916.4799995,11.035,2023.0,2.0,3.0,4,-3.5,-3.6,-7.6,-5.2,-14.3
98.8836965,2023-02-03,13,10617.0,9414.0,9.3,982.3164995,1955.6799999999998,1838.225,11.22,2023.0,2.0,3.0,4,-3.3,-3.7,-7.3,-5.3,-14.9
95.12439400000001,2023-02-03,14,10742.0,9866.0,0.0,1345.935,2053.3599985,1838.78,11.849,2023.0,2.0,3.0,4,-4.0,-3.9,-6.9,-5.4,-15.2
94.0064935,2023-02-03,15,11042.0,10161.0,0.0,1582.875,2067.8149970000004,1880.0849999999998,12.364,2023.0,2.0,3.0,4,-4.0,-3.9,-6.7,-5.6,-16.3
93.655494,2023-02-03,16,11042.0,10213.0,0.0,1687.545,2016.2499985,1882.9,12.487,2023.0,2.0,3.0,4,-4.1,-4.0,-6.6,-5.8,-16.6
84.3840945,2023-02-03,17,11027.0,10418.0,0.0,1840.8700000000001,2146.2749975,1896.7400000000002,11.888,2023.0,2.0,3.0,4,-4.1,-3.8,-6.8,-5.7,-17.3
71.41059650000001,2023-02-03,18,10796.0,10391.0,0.0,2078.32,2080.149998,1874.8799995000002,11.133,2023.0,2.0,3.0,4,-4.1,-3.8,-6.7,-5.9,-17.8
72.9498445,2023-02-03,19,10429.0,10102.0,0.0,2197.4299995,1949.0700000000002,1855.2099999999998,11.053,2023.0,2.0,3.0,4,-4.1,-3.7,-6.6,-6.4,-18.2
75.5931965,2023-02-03,20,10493.0,9678.0,0.0,2154.969999,1667.28,1828.2849999999999,10.794,2023.0,2.0,3.0,4,-3.9,-3.9,-6.6,-6.7,-18.2
76.349796,2023-02-03,21,10282.0,9536.0,0.0,2120.8499994999997,1666.5700000000002,1803.8999995,9.096,2023.0,2.0,3.0,4,-3.9,-4.1,-6.6,-7.3,-19.2
76.404495,2023-02-03,22,9937.0,9418.0,0.0,2193.9299985000002,1510.7749995,1760.5099995,7.74,2023.0,2.0,3.0,4,-4.3,-4.2,-6.7,-7.6,-19.7
76.297796,2023-02-03,23,9688.0,9381.0,0.0,2121.3450000000003,1300.53,1739.61,7.963,2023.0,2.0,3.0,4,-4.7,-3.8,-6.9,-7.9,-20.0
76.937697,2023-02-04,0,9511.0,9206.0,0.0,1927.8549995,1219.2549995,1708.7849999999999,8.034,2023.0,2.0,4.0,5,-4.9,-3.9,-6.4,-8.2,-20.1
78.281847,2023-02-04,1,9419.0,9011.0,0.0,1710.6049995,1228.425,1699.775,8.245,2023.0,2.0,4.0,5,-4.9,-4.2,-5.8,-8.7,-19.9
78.68239650000001,2023-02-04,2,9427.0,9023.0,0.0,1514.359999,1425.67,1704.5549999999998,9.453,2023.0,2.0,4.0,5,-4.9,-4.4,-6.3,-9.4,-20.1
81.01144550000001,2023-02-04,3,9566.0,9029.0,0.0,1206.8049985,1672.6349995,1773.5099995,13.159,2023.0,2.0,4.0,5,-4.9,-4.6,-6.9,-10.0,-20.9
84.5028475,2023-02-04,4,9815.0,9056.0,0.0,942.916496,1850.5099999999998,1871.9249994999998,13.363,2023.0,2.0,4.0,5,-5.2,-4.8,-6.8,-10.5,-20.0
87.3224945,2023-02-04,5,10023.0,9033.0,0.0,832.7529979999999,1861.7349989999998,1944.55,13.668,2023.0,2.0,4.0,5,-5.5,-4.8,-7.4,-11.0,-19.9
88.702395,2023-02-04,6,10153.0,9037.0,0.0,708.0529965,1949.905,1986.2549999999999,14.947,2023.0,2.0,4.0,5,-5.8,-5.0,-7.4,-11.7,-21.2
91.8928965,2023-02-04,7,10255.0,9134.0,13.19999,543.004996,2060.0949975,2122.729997,18.234,2023.0,2.0,4.0,5,-5.8,-5.1,-7.6,-13.5,-20.7
93.220546,2023-02-04,8,10360.0,9150.0,47.0,397.1029975,2120.8649985,2213.9649965,17.619,2023.0,2.0,4.0,5,-5.7,-5.0,-8.1,-12.4,-20.0
92.6283965,2023-02-04,9,10386.0,9089.0,72.0,332.502497,2111.0349969999997,2233.234997,16.789,2023.0,2.0,4.0,5,-5.6,-4.9,-8.6,-11.1,-20.4
92.51119650000001,2023-02-04,10,10236.0,8944.0,87.29999,292.500498,2042.0299989999999,2180.9899960000002,15.98,2023.0,2.0,4.0,5,-5.0,-5.1,-9.5,-10.6,-19.5
91.3223435,2023-02-04,11,10274.0,8884.0,86.7,305.825499,2031.2099985,2128.9899965,14.193,2023.0,2.0,4.0,5,-4.1,-5.3,-9.7,-10.1,-19.6
89.5167955,2023-02-04,12,10290.0,8814.0,68.5,315.299998,2031.0799995000002,2038.5849995,14.127,2023.0,2.0,4.0,5,-3.8,-5.7,-9.8,-11.4,-19.2
87.406394,2023-02-04,13,10394.0,8898.0,27.69999,442.0709995,2047.924998,1993.2549999999999,14.843,2023.0,2.0,4.0,5,-3.6,-6.0,-9.9,-10.8,-17.9
87.460796,2023-02-04,14,10629.0,9163.0,0.0,726.3379995,1981.4,2051.5249995000004,17.09,2023.0,2.0,4.0,5,-4.0,-7.0,-11.0,-11.9,-17.9
85.981795,2023-02-04,15,11146.0,9707.0,0.0,1071.4309985,2079.2049985000003,2139.344997,18.732,2023.0,2.0,4.0,5,-4.9,-7.7,-12.3,-14.4,-16.6
85.40169399999999,2023-02-04,16,11356.0,10174.0,0.0,1346.925,2144.3799955000004,2228.7899955000003,16.496,2023.0,2.0,4.0,5,-5.8,-8.3,-13.4,-12.5,-15.2
82.89844500000001,2023-02-04,17,11358.0,10526.0,0.0,1789.395,2053.969998,2213.0649980000003,13.632,2023.0,2.0,4.0,5,-7.0,-7.7,-14.0,-14.8,-14.5
79.863895,2023-02-04,18,11147.0,10555.0,0.0,2122.375,1885.1599999999999,2113.7049975,8.861,2023.0,2.0,4.0,5,-7.8,-8.1,-14.3,-16.1,-13.9
74.0272465,2023-02-04,19,10840.0,10617.0,0.0,2356.9299995,1931.4399994999999,1922.105,8.946,2023.0,2.0,4.0,5,-8.8,-8.5,-16.6,-17.5,-14.0
70.5423945,2023-02-04,20,11030.0,10595.0,0.0,2502.0249995,1924.6200000000001,1785.03,7.385,2023.0,2.0,4.0,5,-9.7,-8.1,-17.1,-18.2,-14.1
68.5542945,2023-02-04,21,10927.0,10280.0,0.0,2496.1499995,1802.8099995,1647.065,5.012,2023.0,2.0,4.0,5,-10.4,-7.3,-16.3,-17.9,-14.4
67.65654550000001,2023-02-04,22,10585.0,9845.0,0.0,2468.2650000000003,1566.1100000000001,1529.3799999999999,4.191,2023.0,2.0,4.0,5,-11.7,-6.2,-19.2,-18.7,-13.6
63.353196000000004,2023-02-04,23,10356.0,9506.0,0.0,2642.495,1277.65,1312.76,4.013,2023.0,2.0,4.0,5,-11.2,-4.7,-19.2,-18.3,-13.8
61.84029400000001,2023-02-05,0,10192.0,9513.0,0.0,2931.02,1056.2164985,1289.6799999999998,3.823,2023.0,2.0,5.0,6,-11.7,-3.6,-19.1,-17.6,-13.4
59.4035945,2023-02-05,1,10046.0,9871.0,0.0,3395.12,945.2819965000001,1284.4999995,3.662,2023.0,2.0,5.0,6,-13.6,-3.3,-18.6,-16.0,-12.2
56.750296000000006,2023-02-05,2,10033.0,10198.0,0.0,3746.7249994999997,945.873996,1270.8200000000002,3.54,2023.0,2.0,5.0,6,-13.6,-2.9,-17.0,-12.8,-11.7
55.445096,2023-02-05,3,10069.0,10302.0,0.0,3844.47,964.8509985000001,1257.4299999999998,3.502,2023.0,2.0,5.0,6,-14.5,-3.1,-15.9,-9.7,-11.4
55.188095499999996,2023-02-05,4,10170.0,10258.0,0.0,3830.6099990000002,949.402495,1252.3799999999999,3.538,2023.0,2.0,5.0,6,-14.4,-1.1,-15.5,-9.6,-11.1
55.553997,2023-02-05,5,10193.0,10066.0,0.0,3608.214999,995.7179975000001,1243.85,3.743,2023.0,2.0,5.0,6,-12.8,-1.2,-15.2,-10.4,-10.0
55.70169550000001,2023-02-05,6,10228.0,9976.0,0.0,3420.8,1078.0614970000001,1252.5,7.071,2023.0,2.0,5.0,6,-12.4,-1.1,-14.6,-9.4,-8.2
57.760546,2023-02-05,7,10229.0,10111.0,7.0,2996.494998,1501.5399995,1371.7449995,11.174,2023.0,2.0,5.0,6,-6.4,-1.0,-14.2,-8.9,-7.2
61.713645,2023-02-05,8,10330.0,9847.0,29.39999,2516.8649985,1626.8849985000002,1452.1299999999999,11.939,2023.0,2.0,5.0,6,-4.5,-1.3,-13.5,-7.7,-7.4
63.3849965,2023-02-05,9,10338.0,9822.0,46.6,2130.524998,1923.0299995,1500.3799999999999,11.778,2023.0,2.0,5.0,6,-2.5,-1.6,-12.2,-6.4,-7.6
65.90464399999999,2023-02-05,10,10299.0,9447.0,44.7,1731.6349989999999,1945.7899995,1499.535,11.548,2023.0,2.0,5.0,6,-0.7,-1.9,-10.9,-5.9,-8.0
66.0100465,2023-02-05,11,10220.0,9342.0,33.2,1569.004999,2025.499998,1482.5700000000002,11.407,2023.0,2.0,5.0,6,0.3,-2.5,-9.7,-5.4,-8.1
66.26574400000001,2023-02-05,12,10170.0,9229.0,27.39999,1444.5749995,2069.119998,1465.2549999999999,11.699,2023.0,2.0,5.0,6,0.3,-1.7,-8.9,-4.9,-8.0
65.56119650000001,2023-02-05,13,10095.0,9179.0,8.3,1450.385,2056.0649975,1423.9850000000001,12.398,2023.0,2.0,5.0,6,0.3,-1.2,-7.6,-4.6,-8.0
63.355597,2023-02-05,14,10206.0,9535.0,0.0,1691.475,2172.7749945,1432.335,13.197,2023.0,2.0,5.0,6,-0.8,-1.0,-7.2,-3.9,-7.8
62.802645500000004,2023-02-05,15,10525.0,9719.0,0.0,1809.595,2210.949997,1444.405,15.076,2023.0,2.0,5.0,6,-1.1,-0.4,-6.5,-3.3,-7.9
62.6279945,2023-02-05,16,10558.0,9787.0,0.0,1914.6950000000002,2164.8399965,1453.46,14.273,2023.0,2.0,5.0,6,-1.2,-1.1,-5.9,-3.1,-8.0
63.882647,2023-02-05,17,10540.0,9614.0,0.0,1859.0999994999997,2043.2999985000001,1455.4149995,14.009,2023.0,2.0,5.0,6,-1.0,-1.7,-5.5,-3.1,-8.0
65.1263945,2023-02-05,18,10272.0,9372.0,0.0,1816.2949995,1854.905,1440.4950000000001,13.256,2023.0,2.0,5.0,6,-0.9,-1.7,-5.5,-2.4,-7.9
63.8341445,2023-02-05,19,9900.0,9420.0,0.0,2076.4949994999997,1676.7849999999999,1406.52,13.191,2023.0,2.0,5.0,6,0.2,-0.8,-5.5,-2.5,-8.3
63.701195500000004,2023-02-05,20,10172.0,9412.0,0.0,2075.0,1665.1249994999998,1392.3799995,13.196,2023.0,2.0,5.0,6,0.3,-1.0,-5.2,-2.1,-9.0
63.176792999999996,2023-02-05,21,10038.0,9417.0,0.0,2057.8249994999996,1693.2749995,1364.025,8.157,2023.0,2.0,5.0,6,-0.6,-1.4,-5.1,-2.3,-8.9
65.19559699999999,2023-02-05,22,9744.0,8848.0,0.0,1993.895,1265.639999,1315.01,11.578,2023.0,2.0,5.0,6,-0.7,-1.2,-5.3,-2.1,-9.4
63.472346,2023-02-05,23,9404.0,9122.0,0.0,2093.545,1403.9749995,1304.78,9.342,2023.0,2.0,5.0,6,-1.5,-2.5,-5.3,-2.3,-10.0
61.2479955,2023-02-06,0,9282.0,9530.0,0.0,2581.2549995,1305.295,1316.955,8.699,2023.0,2.0,6.0,0,-2.3,-2.8,-5.0,-2.9,-10.2
61.369347000000005,2023-02-06,1,9220.0,9468.0,0.0,2532.0649995,1308.81,1315.795,9.899,2023.0,2.0,6.0,0,-2.7,-1.5,-6.9,-3.0,-10.7
62.118996,2023-02-06,2,9321.0,9692.0,0.0,2464.859999,1468.925,1342.46,13.201,2023.0,2.0,6.0,0,-2.4,-2.6,-5.2,-2.4,-9.8
61.9570955,2023-02-06,3,9601.0,10014.0,0.0,2478.75,1714.675,1411.1399999999999,13.889,2023.0,2.0,6.0,0,-1.7,-3.5,-6.3,-2.9,-8.2
64.224494,2023-02-06,4,10441.0,10290.0,0.0,2380.8199995,1932.0049999999999,1545.98,19.324,2023.0,2.0,6.0,0,-1.7,-4.8,-5.5,-3.9,-8.0
